genre,title,author,average_rating,publication_year,link
mystery,the hawthorne legacy the inheritance games 2,Jennifer Lynn Barnes,4.18,2021,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy
mystery,one for the money stephanie plum 1,Janet Evanovich,4.05,1994,https://www.goodreads.com/book/show/6853.One_for_the_Money
mystery,the silkworm cormoran strike 2,Robert Galbraith,4.05,2014,https://www.goodreads.com/book/show/18214414-the-silkworm
mystery,verity,Colleen Hoover,4.3,2018,https://www.goodreads.com/book/show/59344312-verity
mystery,if we were villains,M.L. Rio,4.1,2017,https://www.goodreads.com/book/show/30319086-if-we-were-villains
mystery,magpie murders susan ryeland 1,Anthony Horowitz,3.95,2016,https://www.goodreads.com/book/show/32075854-magpie-murders
mystery,the god of the woods,Liz    Moore,4.11,2024,https://www.goodreads.com/book/show/199698485-the-god-of-the-woods
mystery,the westing game,Ellen Raskin,3.99,1978,https://www.goodreads.com/book/show/902.The_Westing_Game
mystery,the housemaid the housemaid 1,Freida McFadden,4.28,2022,https://www.goodreads.com/book/show/60556912-the-housemaid
mystery,the last thing he told me hannah hall 1,Laura Dave,3.82,2021,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me
mystery,the woman in the window,A.J. Finn,3.94,2018,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window
mystery,the shadow of the wind the cemetery of forgotten books 1,Carlos Ruiz Zafón,4.31,2001,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
thriller,none of this is true,Lisa Jewell,4.08,2023,https://www.goodreads.com/book/show/62334530-none-of-this-is-true
thriller,never lie,Freida McFadden,4.08,2022,https://www.goodreads.com/book/show/62080187-never-lie
thriller,the housemaids secret the housemaid 2,Freida McFadden,4.18,2023,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret
thriller,pretty girls,Karin Slaughter,4.01,2015,https://www.goodreads.com/book/show/25574782-pretty-girls
thriller,rock paper scissors,Alice Feeney,3.88,2021,https://www.goodreads.com/book/show/56269064-rock-paper-scissors
thriller,dark matter,Blake Crouch,4.13,2016,https://www.goodreads.com/book/show/27833670-dark-matter
thriller,then she was gone,Lisa Jewell,4.04,2017,https://www.goodreads.com/book/show/35297426-then-she-was-gone
thriller,behind closed doors,B.A. Paris,3.97,2016,https://www.goodreads.com/book/show/29437949-behind-closed-doors
thriller,the only one left,Riley Sager,4.13,2023,https://www.goodreads.com/book/show/62703226-the-only-one-left
thriller,the lost symbol robert langdon 3,Dan    Brown,3.76,2009,https://www.goodreads.com/book/show/6411961-the-lost-symbol
thriller,lock every door,Riley Sager,3.89,2019,https://www.goodreads.com/book/show/41837243-lock-every-door
thriller,a flicker in the dark,Stacy Willingham,3.97,2022,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark
thriller,inferno robert langdon 4,Dan    Brown,3.9,2013,https://www.goodreads.com/book/show/17212231-inferno
thriller,the paris apartment,Lucy Foley,3.65,2022,https://www.goodreads.com/book/show/58468990-the-paris-apartment
thriller,final girls,Riley Sager,3.82,2017,https://www.goodreads.com/book/show/32796253-final-girls
thriller,first lie wins,Ashley Elston,4.0,2024,https://www.goodreads.com/book/show/164444179-first-lie-wins
thriller,local woman missing,Mary Kubica,4.12,2021,https://www.goodreads.com/book/show/57361474-local-woman-missing
thriller,home before dark,Riley Sager,4.05,2020,https://www.goodreads.com/book/show/50833559-home-before-dark
thriller,the couple next door,Shari Lapena,3.8,2016,https://www.goodreads.com/book/show/28815474-the-couple-next-door
thriller,the family upstairs the family upstairs 1,Lisa Jewell,3.96,2019,https://www.goodreads.com/book/show/43822820-the-family-upstairs
thriller,deception point,Dan    Brown,3.76,2001,https://www.goodreads.com/book/show/976.Deception_Point
thriller,you you 1,Caroline Kepnes,3.96,2014,https://www.goodreads.com/book/show/36430011-you
thriller,digital fortress,Dan    Brown,3.7,1998,https://www.goodreads.com/book/show/11125.Digital_Fortress
thriller,the silence of the lambs hannibal lecter 2,Thomas  Harris,4.26,1988,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
thriller,hidden pictures,Jason Rekulak,4.15,2022,https://www.goodreads.com/book/show/58724923-hidden-pictures
thriller,the inmate,Freida McFadden,4.01,2022,https://www.goodreads.com/book/show/61149872-the-inmate
thriller,the maidens,Alex Michaelides,3.62,2021,https://www.goodreads.com/book/show/45300567-the-maidens
thriller,the shining the shining 1,Stephen        King,4.28,1977,https://www.goodreads.com/book/show/11588.The_Shining
thriller,the turn of the key,Ruth Ware,3.91,2019,https://www.goodreads.com/book/show/42080142-the-turn-of-the-key
thriller,the house across the lake,Riley Sager,3.58,2022,https://www.goodreads.com/book/show/58909880-the-house-across-the-lake
thriller,misery,Stephen        King,4.23,1987,https://www.goodreads.com/book/show/10614.Misery
young-adult,divergent divergent 1,Veronica Roth,4.13,2011,https://www.goodreads.com/book/show/13335037-divergent
young-adult,insurgent divergent 2,Veronica Roth,3.96,2012,https://www.goodreads.com/book/show/11735983-insurgent
young-adult,the perks of being a wallflower,Stephen Chbosky,4.24,1999,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
young-adult,looking for alaska,John Green,3.96,2005,https://www.goodreads.com/book/show/99561.Looking_for_Alaska
young-adult,the giver the giver 1,Lois Lowry,4.12,1993,https://www.goodreads.com/book/show/3636.The_Giver
young-adult,cinder the lunar chronicles 1,Marissa Meyer,4.12,2012,https://www.goodreads.com/book/show/36381037-cinder
young-adult,allegiant divergent 3,Veronica Roth,3.6,2013,https://www.goodreads.com/book/show/18710190-allegiant
young-adult,the maze runner the maze runner 1,James Dashner,4.05,2009,https://www.goodreads.com/book/show/6186357-the-maze-runner
young-adult,paper towns,John Green,3.7,2008,https://www.goodreads.com/book/show/6442769-paper-towns
young-adult,the hate u give,Angie Thomas,4.45,2017,https://www.goodreads.com/book/show/58651625-the-hate-u-give
young-adult,city of ashes the mortal instruments 2,Cassandra Clare,4.1,2008,https://www.goodreads.com/book/show/1582996.City_of_Ashes
young-adult,thirteen reasons why,Jay Asher,3.84,2007,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why
young-adult,miss peregrines home for peculiar children miss peregrines peculiar children 1,Ransom Riggs,3.92,2011,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
young-adult,fangirl,Rainbow Rowell,3.94,2013,https://www.goodreads.com/book/show/16068905-fangirl
young-adult,city of glass the mortal instruments 3,Cassandra Clare,4.27,2009,https://www.goodreads.com/book/show/3777732-city-of-glass
young-adult,red queen red queen 1,Victoria Aveyard,3.98,2015,https://www.goodreads.com/book/show/22328546-red-queen
young-adult,speak,Laurie Halse Anderson,4.05,1999,https://www.goodreads.com/book/show/39280444-speak
young-adult,if i stay if i stay 1,Gayle Forman,3.91,2009,https://www.goodreads.com/book/show/4374400-if-i-stay
young-adult,clockwork angel the infernal devices 1,Cassandra Clare,4.31,2010,https://www.goodreads.com/book/show/7171637-clockwork-angel
young-adult,aristotle and dante discover the secrets of the universe aristotle and dante 1,Benjamin Alire Sáenz,4.29,2012,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
young-adult,the outsiders,S.E. Hinton,4.14,1967,https://www.goodreads.com/book/show/192566704-the-outsiders
young-adult,the raven boys the raven cycle 1,Maggie Stiefvater,4.05,2012,https://www.goodreads.com/book/show/17675462-the-raven-boys
young-adult,uglies uglies 1,Scott Westerfeld,3.84,2005,https://www.goodreads.com/book/show/24770.Uglies
young-adult,matched matched 1,Ally Condie,3.62,2010,https://www.goodreads.com/book/show/7735333-matched
contemporary,normal people,Sally Rooney,3.81,2018,https://www.goodreads.com/book/show/41057294-normal-people
contemporary,simon vs the homo sapiens agenda simonverse 1,Becky Albertalli,4.13,2015,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
contemporary,eleanor oliphant is completely fine,Gail Honeyman,4.23,2017,https://www.goodreads.com/book/show/35900387-eleanor-oliphant-is-completely-fine
contemporary,anna and the french kiss anna and the french kiss 1,Stephanie Perkins,3.96,2010,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss
contemporary,little fires everywhere,Celeste Ng,4.07,2017,https://www.goodreads.com/book/show/34273236-little-fires-everywhere
contemporary,yellowface,R.F. Kuang,3.73,2023,https://www.goodreads.com/book/show/62047984-yellowface
contemporary,everything everything,Nicola Yoon,3.96,2015,https://www.goodreads.com/book/show/18692431-everything-everything
contemporary,a little life,Hanya Yanagihara,4.28,2015,https://www.goodreads.com/book/show/22822858-a-little-life
contemporary,tomorrow and tomorrow and tomorrow,Gabrielle Zevin,4.12,2022,https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
contemporary,all the bright places,Jennifer Niven,4.11,2015,https://www.goodreads.com/book/show/18460392-all-the-bright-places
contemporary,turtles all the way down,John Green,3.87,2017,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down
contemporary,anxious people,Fredrik Backman,4.17,2019,https://www.goodreads.com/book/show/49127718-anxious-people
contemporary,ill give you the sun,Jandy Nelson,4.15,2014,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
contemporary,ps i still love you to all the boys ive loved before 2,Jenny Han,4.01,2015,https://www.goodreads.com/book/show/20698530-p-s-i-still-love-you
contemporary,they both die at the end they both die at the end 1,Adam Silvera,3.75,2017,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
contemporary,the sun is also a star,Nicola Yoon,3.95,2016,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star
contemporary,convenience store woman,Sayaka Murata,3.67,2016,https://www.goodreads.com/book/show/36739755-convenience-store-woman
contemporary,daisy jones the six,Taylor Jenkins Reid,4.2,2019,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six
contemporary,crazy rich asians crazy rich asians 1,Kevin Kwan,3.91,2013,https://www.goodreads.com/book/show/16085481-crazy-rich-asians
contemporary,radio silence,Alice Oseman,4.17,2016,https://www.goodreads.com/book/show/25322449-radio-silence
contemporary,the goldfinch,Donna Tartt,3.96,2013,https://www.goodreads.com/book/show/17333223-the-goldfinch
self-help,the 7 habits of highly effective people powerful lessons in personal change,Stephen R. Covey,4.16,1989,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
self-help,the four agreements a practical guide to personal freedom,Miguel Ruiz,4.19,1997,https://www.goodreads.com/book/show/6596.The_Four_Agreements
self-help,the power of now a guide to spiritual enlightenment,Eckhart Tolle,4.15,1997,https://www.goodreads.com/book/show/6708.The_Power_of_Now
self-help,you are a badass how to stop doubting your greatness and start living an awesome life,Jen Sincero,3.95,2013,https://www.goodreads.com/book/show/15843166-you-are-a-badass
self-help,deep work rules for focused success in a distracted world,Cal Newport,4.16,2016,https://www.goodreads.com/book/show/25744928-deep-work
self-help,the gifts of imperfection,Brené Brown,4.25,2010,https://www.goodreads.com/book/show/7015403-the-gifts-of-imperfection
self-help,daring greatly how the courage to be vulnerable transforms the way we live love parent and lead,Brené Brown,4.29,2012,https://www.goodreads.com/book/show/13588356-daring-greatly
self-help,the mountain is you transforming selfsabotage into selfmastery,Brianna Wiest,4.05,2020,https://www.goodreads.com/book/show/53642699-the-mountain-is-you
self-help,12 rules for life an antidote to chaos,Jordan B. Peterson,3.91,2018,https://www.goodreads.com/book/show/30257963-12-rules-for-life
self-help,the courage to be disliked a single book can change your life,Ichiro Kishimi,3.93,2013,https://www.goodreads.com/book/show/43306206-the-courage-to-be-disliked
self-help,rich dad poor dad,Robert T. Kiyosaki,4.1,1997,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad
self-help,the 5 love languages the secret to love that lasts,Gary Chapman,4.27,1990,https://www.goodreads.com/book/show/23878688-the-5-love-languages
self-help,who moved my cheese,Spencer Johnson,3.87,1999,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_
self-help,the secret the secret 1,Rhonda Byrne,3.74,2006,https://www.goodreads.com/book/show/52529.The_Secret
self-help,the 48 laws of power,Robert Greene,4.09,1999,https://www.goodreads.com/book/show/1303.The_48_Laws_of_Power
self-help,essentialism the disciplined pursuit of less,Greg McKeown,4.06,2011,https://www.goodreads.com/book/show/19776547-essentialism
self-help,big magic creative living beyond fear,Elizabeth Gilbert,3.96,2015,https://www.goodreads.com/book/show/24453082-big-magic
self-help,cant hurt me master your mind and defy the odds,David Goggins,4.3,2018,https://www.goodreads.com/book/show/41721428-can-t-hurt-me
self-help,the happiness project,Gretchen Rubin,3.65,2009,https://www.goodreads.com/book/show/6398634-the-happiness-project
self-help,getting things done the art of stressfree productivity,David    Allen,4.0,2001,https://www.goodreads.com/book/show/1633.Getting_Things_Done
self-help,four thousand weeks time management for mortals,Oliver Burkeman,4.18,2021,https://www.goodreads.com/book/show/54785515-four-thousand-weeks
self-help,how to stop worrying and start living timetested methods for conquering worry,Dale Carnegie,4.16,1944,https://www.goodreads.com/book/show/4866.How_to_Stop_Worrying_and_Start_Living
self-help,the untethered soul the journey beyond yourself,Michael A. Singer,4.21,2007,https://www.goodreads.com/book/show/1963638.The_Untethered_Soul
self-help,adult children of emotionally immature parents how to heal from distant rejecting or selfinvolved parents,Lindsay C. Gibson,4.36,2015,https://www.goodreads.com/book/show/23129659-adult-children-of-emotionally-immature-parents
self-help,the psychology of money,Morgan Housel,4.29,2020,https://www.goodreads.com/book/show/41881472-the-psychology-of-money
self-help,101 essays that will change the way you think,Brianna Wiest,3.73,2016,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think
self-help,attached the new science of adult attachment and how it can help you findand keeplove,Amir Levine,4.13,2010,https://www.goodreads.com/book/show/9547888-attached
self-help,grit the power of passion and perseverance,Angela Duckworth,4.08,2016,https://www.goodreads.com/book/show/27213329-grit
self-help,digital minimalism choosing a focused life in a noisy world,Cal Newport,4.05,2019,https://www.goodreads.com/book/show/40672036-digital-minimalism
self-help,never split the difference negotiating as if your life depended on it,Chris Voss,4.35,2016,https://www.goodreads.com/book/show/123857637-never-split-the-difference
self-help,girl wash your face,Rachel Hollis,3.57,2018,https://www.goodreads.com/book/show/35542451-girl-wash-your-face
self-help,10 happier,Dan   Harris,3.91,2014,https://www.goodreads.com/book/show/18505796-10-happier
self-help,the let them theory,Mel Robbins,4.07,2024,https://www.goodreads.com/book/show/216351768-the-let-them-theory
graphic-novels,watchmen,Alan             Moore,4.39,1987,https://www.goodreads.com/book/show/472331.Watchmen
graphic-novels,nimona,N.D. Stevenson,4.18,2015,https://www.goodreads.com/book/show/19351043-nimona
graphic-novels,heartstopper volume two heartstopper 2,Alice Oseman,4.51,2019,https://www.goodreads.com/book/show/43307358-heartstopper
graphic-novels,the sandman vol 1 preludes nocturnes,Neil Gaiman,4.25,1988,https://www.goodreads.com/book/show/23754.The_Sandman_Vol_1
graphic-novels,v for vendetta,Alan             Moore,4.26,1990,https://www.goodreads.com/book/show/5805.V_for_Vendetta
graphic-novels,the complete maus,Art Spiegelman,4.58,1980,https://www.goodreads.com/book/show/15195.The_Complete_Maus
graphic-novels,heartstopper volume three heartstopper 3,Alice Oseman,4.54,2020,https://www.goodreads.com/book/show/43449920-heartstopper
graphic-novels,blankets,Craig Thompson,4.06,2003,https://www.goodreads.com/book/show/25179.Blankets
graphic-novels,the complete persepolis,Marjane Satrapi,4.4,2007,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis
graphic-novels,the prince and the dressmaker,Jen Wang,4.33,2018,https://www.goodreads.com/book/show/34506912-the-prince-and-the-dressmaker
graphic-novels,heartstopper volume four heartstopper 4,Alice Oseman,4.58,2021,https://www.goodreads.com/book/show/56060300-heartstopper
graphic-novels,maus i a survivors tale my father bleeds history maus 1,Art Spiegelman,4.39,1986,https://www.goodreads.com/book/show/15196.Maus_I
graphic-novels,through the woods,E.M. Carroll,3.94,2014,https://www.goodreads.com/book/show/18659623-through-the-woods
graphic-novels,this one summer,Mariko Tamaki,3.69,2014,https://www.goodreads.com/book/show/18465566-this-one-summer
graphic-novels,anyas ghost,Vera Brosgol,3.9,2011,https://www.goodreads.com/book/show/9615347-anya-s-ghost
graphic-novels,batman the killing joke,Alan             Moore,4.36,1988,https://www.goodreads.com/book/show/96358.Batman
graphic-novels,pumpkinheads,Rainbow Rowell,4.01,2019,https://www.goodreads.com/book/show/40864790-pumpkinheads
graphic-novels,the sandman vol 2 the dolls house,Neil Gaiman,4.43,1990,https://www.goodreads.com/book/show/25099.The_Sandman_Vol_2
graphic-novels,american born chinese,Gene Luen Yang,3.88,2006,https://www.goodreads.com/book/show/118944.American_Born_Chinese
graphic-novels,the tea dragon society tea dragon 1,Kay O'Neill,4.34,2017,https://www.goodreads.com/book/show/34895950-the-tea-dragon-society
graphic-novels,the sandman vol 3 dream country,Neil Gaiman,4.24,1990,https://www.goodreads.com/book/show/25100.The_Sandman_Vol_3
graphic-novels,batman the dark knight returns,Frank Miller,4.26,1986,https://www.goodreads.com/book/show/59960.Batman
graphic-novels,y the last man vol 1 unmanned,Brian K. Vaughan,4.08,2003,https://www.goodreads.com/book/show/156534.Y
graphic-novels,welcome to lovecraft locke key 1,Joe Hill,4.15,2008,https://www.goodreads.com/book/show/3217221-welcome-to-lovecraft
graphic-novels,lore olympus volume one lore olympus 1,Rachel  Smythe,4.21,2021,https://www.goodreads.com/book/show/57282218-lore-olympus
graphic-novels,laura dean keeps breaking up with me,Mariko Tamaki,3.84,2019,https://www.goodreads.com/book/show/40864841-laura-dean-keeps-breaking-up-with-me
graphic-novels,mooncakes,Suzanne  Walker,3.81,2019,https://www.goodreads.com/book/show/44774415-mooncakes
graphic-novels,smile smile 1,Raina Telgemeier,4.23,2009,https://www.goodreads.com/book/show/6393631-smile
graphic-novels,ms marvel vol 1 no normal,G. Willow Wilson,4.1,2014,https://www.goodreads.com/book/show/20898019-ms-marvel-vol-1
graphic-novels,the sandman vol 4 season of mists,Neil Gaiman,4.53,1991,https://www.goodreads.com/book/show/25101.The_Sandman_Vol_4
graphic-novels,maus ii a survivors tale and here my troubles began maus 2,Art Spiegelman,4.43,1991,https://www.goodreads.com/book/show/15197.Maus_II
graphic-novels,bloom,Kevin Panetta,3.9,2019,https://www.goodreads.com/book/show/39073387-bloom
graphic-novels,ghost world,Daniel Clowes,3.82,1998,https://www.goodreads.com/book/show/62953.Ghost_World
graphic-novels,the girl from the sea,Molly Knox Ostertag,4.12,2021,https://www.goodreads.com/book/show/54776523-the-girl-from-the-sea
graphic-novels,the walking dead vol 1 days gone bye,Robert Kirkman,4.27,2004,https://www.goodreads.com/book/show/138398.The_Walking_Dead_Vol_1
poetry,milk and honey,Rupi Kaur,3.96,2014,https://www.goodreads.com/book/show/23513349-milk-and-honey
poetry,the sun and her flowers,Rupi Kaur,4.08,2018,https://www.goodreads.com/book/show/35606560-the-sun-and-her-flowers
poetry,the princess saves herself in this one women are some kind of magic 1,Amanda Lovelace,3.82,2016,https://www.goodreads.com/book/show/30075802-the-princess-saves-herself-in-this-one
poetry,leaves of grass,Walt Whitman,4.11,1855,https://www.goodreads.com/book/show/27494.Leaves_of_Grass
poetry,ariel,Sylvia Plath,4.19,1965,https://www.goodreads.com/book/show/395090.Ariel
poetry,night sky with exit wounds,Ocean Vuong,4.17,2016,https://www.goodreads.com/book/show/23841432-night-sky-with-exit-wounds
poetry,the complete poems of emily dickinson,Emily Dickinson,4.28,1890,https://www.goodreads.com/book/show/112204.The_Complete_Poems_of_Emily_Dickinson
poetry,howl and other poems,Allen Ginsberg,4.13,1956,https://www.goodreads.com/book/show/6295.Howl_and_Other_Poems
poetry,crush,Richard Siken,4.34,2005,https://www.goodreads.com/book/show/96259.Crush
poetry,beowulf,Beowulf Poet,3.5,1000,https://www.goodreads.com/book/show/52357.Beowulf
poetry,paradise lost,John Milton,3.85,1667,https://www.goodreads.com/book/show/15997.Paradise_Lost
poetry,home body,Rupi Kaur,4.06,2020,https://www.goodreads.com/book/show/49656780-home-body
poetry,twenty love poems and a song of despair,Pablo Neruda,4.2,1924,https://www.goodreads.com/book/show/5932.Twenty_Love_Poems_and_a_Song_of_Despair
poetry,the poet x,Elizabeth Acevedo,4.37,2018,https://www.goodreads.com/book/show/33294200-the-poet-x
poetry,the waste land and other poems,T.S. Eliot,4.22,1922,https://www.goodreads.com/book/show/400412.The_Waste_Land_and_Other_Poems
poetry,shakespeares sonnets,William Shakespeare,4.25,1609,https://www.goodreads.com/book/show/42038.Shakespeare_s_Sonnets
poetry,les fleurs du mal,Charles Baudelaire,4.19,1857,https://www.goodreads.com/book/show/203220.Les_Fleurs_du_Mal
poetry,the witch doesnt burn in this one women are some kind of magic 2,Amanda Lovelace,3.73,2018,https://www.goodreads.com/book/show/35924698-the-witch-doesn-t-burn-in-this-one
poetry,devotions the selected poems of mary oliver,Mary Oliver,4.56,2017,https://www.goodreads.com/book/show/34272476-devotions
poetry,the prophet,Kahlil Gibran,4.23,1923,https://www.goodreads.com/book/show/2547.The_Prophet
poetry,the complete stories and poems,Edgar Allan Poe,4.4,1849,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems
poetry,a thousand mornings poems,Mary Oliver,4.2,2012,https://www.goodreads.com/book/show/13588404-a-thousand-mornings
poetry,citizen an american lyric,Claudia Rankine,4.25,2014,https://www.goodreads.com/book/show/20613761-citizen
poetry,time is a mother,Ocean Vuong,3.92,2022,https://www.goodreads.com/book/show/58582927-time-is-a-mother
poetry,songs of innocence and of experience,William Blake,4.09,1794,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience
poetry,inferno,Dante Alighieri,4.03,1320,https://www.goodreads.com/book/show/15645.Inferno
poetry,letters to a young poet,Rainer Maria Rilke,4.28,1929,https://www.goodreads.com/book/show/46199.Letters_to_a_Young_Poet
poetry,the collected poems,Sylvia Plath,4.25,1981,https://www.goodreads.com/book/show/2078076.The_Collected_Poems
poetry,autobiography of red,Anne Carson,4.25,1998,https://www.goodreads.com/book/show/61049.Autobiography_of_Red
poetry,the waste land,T.S. Eliot,4.11,1922,https://www.goodreads.com/book/show/34080.The_Waste_Land
poetry,the raven,Edgar Allan Poe,4.29,1845,https://www.goodreads.com/book/show/264158.The_Raven
poetry,teaching my mother how to give birth,Warsan Shire,4.24,2011,https://www.goodreads.com/book/show/13376363-teaching-my-mother-how-to-give-birth
poetry,salt,Nayyirah Waheed,4.22,2013,https://www.goodreads.com/book/show/18585282-salt
poetry,the divine comedy inferno purgatorio paradiso,Dante Alighieri,4.08,1320,https://www.goodreads.com/book/show/6656.The_Divine_Comedy
poetry,falling up,Shel Silverstein,4.36,1996,https://www.goodreads.com/book/show/30120.Falling_Up
poetry,bluets,Maggie Nelson,4.05,2009,https://www.goodreads.com/book/show/6798263-bluets
poetry,pillow thoughts pillow thoughts 1,Courtney Peppernell,3.81,2017,https://www.goodreads.com/book/show/32468495-pillow-thoughts
poetry,bright dead things,Ada Limon,4.19,2015,https://www.goodreads.com/book/show/24945396-bright-dead-things
poetry,violet bent backwards over the grass,Lana Del Rey,3.99,2020,https://www.goodreads.com/book/show/43554866-violet-bent-backwards-over-the-grass
poetry,the collected poems of wb yeats,W.B. Yeats,4.23,1933,https://www.goodreads.com/book/show/53022.The_Collected_Poems_of_W_B_Yeats
poetry,love misadventure,Lang Leav,3.93,2013,https://www.goodreads.com/book/show/18003300-love-misadventure
poetry,the poetry of robert frost,Robert Frost,4.24,1969,https://www.goodreads.com/book/show/95819.The_Poetry_of_Robert_Frost
poetry,brown girl dreaming,Jacqueline Woodson,4.15,2014,https://www.goodreads.com/book/show/20821284-brown-girl-dreaming
poetry,call us what we carry,Amanda Gorman,4.26,2021,https://www.goodreads.com/book/show/56805404-call-us-what-we-carry
crime,the godfather the godfather 1,Mario Puzo,4.4,1969,https://www.goodreads.com/book/show/22034.The_Godfather
crime,red dragon hannibal lecter 1,Thomas  Harris,4.07,1981,https://www.goodreads.com/book/show/28877.Red_Dragon
crime,the elephant tree,R.D. Ronald,3.9,2010,https://www.goodreads.com/book/show/9293020-the-elephant-tree
crime,the zombie room,R.D. Ronald,3.92,2012,https://www.goodreads.com/book/show/29908754-the-zombie-room
crime,the big sleep philip marlowe 1,Raymond Chandler,3.94,1939,https://www.goodreads.com/book/show/2052.The_Big_Sleep
crime,career of evil cormoran strike 3,Robert Galbraith,4.22,2015,https://www.goodreads.com/book/show/40611999-career-of-evil
crime,flaggermusmannen harry hole 1,Jo Nesbø,3.55,1997,https://www.goodreads.com/book/show/1991039.Flaggermusmannen
crime,the snowman harry hole 7,Jo Nesbø,4.02,2007,https://www.goodreads.com/book/show/9572203-the-snowman
crime,the sign of four sherlock holmes 2,Arthur Conan Doyle,3.89,1890,https://www.goodreads.com/book/show/608474.The_Sign_of_Four
crime,the dry aaron falk 1,Jane Harper,4.06,2016,https://www.goodreads.com/book/show/27824826-the-dry
crime,the man who died twice thursday murder club 2,Richard Osman,4.36,2021,https://www.goodreads.com/book/show/55457493-the-man-who-died-twice
crime,my sister the serial killer,Oyinkan Braithwaite,3.64,2018,https://www.goodreads.com/book/show/38819868-my-sister-the-serial-killer
crime,killing floor jack reacher 1,Lee Child,4.08,1997,https://www.goodreads.com/book/show/78129.Killing_Floor
crime,the lovely bones,Alice Sebold,3.86,2002,https://www.goodreads.com/book/show/12232938-the-lovely-bones
crime,mr mercedes bill hodges trilogy 1,Stephen        King,4.04,2014,https://www.goodreads.com/book/show/18775247-mr-mercedes
crime,the black echo harry bosch 1 harry bosch universe 1,Michael    Connelly,4.14,1992,https://www.goodreads.com/book/show/32508.The_Black_Echo
philosophy,thus spoke zarathustra,Friedrich Nietzsche,4.07,1883,https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra
philosophy,beyond good and evil,Friedrich Nietzsche,4.03,1886,https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil
philosophy,the prince,Niccolò Machiavelli,3.84,1513,https://www.goodreads.com/book/show/28862.The_Prince
philosophy,sophies world,Jostein Gaarder,3.97,1991,https://www.goodreads.com/book/show/10959.Sophie_s_World
philosophy,critique of pure reason,Immanuel Kant,3.96,1781,https://www.goodreads.com/book/show/18288.Critique_of_Pure_Reason
philosophy,a history of western philosophy,Bertrand Russell,4.13,1945,https://www.goodreads.com/book/show/243685.A_History_of_Western_Philosophy
philosophy,siddhartha,Hermann Hesse,4.08,1922,https://www.goodreads.com/book/show/52036.Siddhartha
philosophy,the communist manifesto,Karl Marx,3.68,1848,https://www.goodreads.com/book/show/30474.The_Communist_Manifesto
philosophy,zen and the art of motorcycle maintenance an inquiry into values phaedrus 1,Robert M. Pirsig,3.78,1974,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance
philosophy,the myth of sisyphus,Albert Camus,4.17,1942,https://www.goodreads.com/book/show/91950.The_Myth_of_Sisyphus
philosophy,being and time,Martin Heidegger,4.05,1927,https://www.goodreads.com/book/show/92307.Being_and_Time
philosophy,fear and trembling,Søren Kierkegaard,4.0,1843,https://www.goodreads.com/book/show/24965.Fear_and_Trembling
philosophy,being and nothingness,Jean-Paul Sartre,3.99,1943,https://www.goodreads.com/book/show/10033.Being_and_Nothingness
philosophy,on the genealogy of morals,Friedrich Nietzsche,4.12,1887,https://www.goodreads.com/book/show/80449.On_the_Genealogy_of_Morals
philosophy,nausea,Jean-Paul Sartre,3.93,1938,https://www.goodreads.com/book/show/298275.Nausea
philosophy,candide,Voltaire,3.76,1759,https://www.goodreads.com/book/show/19380.Candide
philosophy,the myth of sisyphus and other essays,Albert Camus,4.22,1942,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays
philosophy,leviathan,Thomas Hobbes,3.7,1651,https://www.goodreads.com/book/show/91953.Leviathan
philosophy,existentialism is a humanism,Jean-Paul Sartre,3.98,1946,https://www.goodreads.com/book/show/51985.Existentialism_is_a_Humanism
