Shelf,Title,Author,Rating,Publication Year,Link
classics,Macbeth,William Shakespeare,3.89,1623,https://www.goodreads.com/book/show/43913694-macbeth
classics,The Metamorphosis,Franz Kafka,3.9,1915,https://www.goodreads.com/book/show/485894.The_Metamorphosis
classics,The Bell Jar,Sylvia Plath,4.05,1963,https://www.goodreads.com/book/show/56616095-the-bell-jar
classics,The Old Man and the Sea,Ernest Hemingway,3.81,1952,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea
classics,Northanger Abbey,Jane Austen,3.85,1817,https://www.goodreads.com/book/show/50398.Northanger_Abbey
classics,Les Misérables,Victor Hugo,4.21,1862,https://www.goodreads.com/book/show/24280.Les_Mis_rables
classics,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,1886,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde
classics,The Grapes of Wrath,John Steinbeck,4.02,1939,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath
classics,The Adventures of Tom Sawyer,Mark Twain,3.92,1876,https://www.goodreads.com/book/show/24583.The_Adventures_of_Tom_Sawyer
classics,Lolita,Vladimir Nabokov,3.87,1955,https://www.goodreads.com/book/show/9216051-lolita
classics,Rebecca,Daphne du Maurier,4.25,1938,https://www.goodreads.com/book/show/17899948-rebecca
classics,The Iliad,Homer,3.93,,https://www.goodreads.com/book/show/77265004-the-iliad
classics,Mansfield Park,Jane Austen,3.86,1814,https://www.goodreads.com/book/show/45032.Mansfield_Park
mystery,And Then There Were None,Agatha Christie,4.27,1939,https://www.goodreads.com/book/show/16299.And_Then_There_Were_None
mystery,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.2,1934,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express
mystery,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,4.29,2019,https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder
mystery,The Girl on the Train,Paula Hawkins,3.96,2015,https://www.goodreads.com/book/show/22557272-the-girl-on-the-train
mystery,The Silent Patient,Alex Michaelides,4.17,2019,https://www.goodreads.com/book/show/40097951-the-silent-patient
mystery,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.0,1920,https://www.goodreads.com/book/show/52843028-the-mysterious-affair-at-styles
mystery,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.13,2020,https://www.goodreads.com/book/show/52439531-the-inheritance-games
mystery,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,3.86,2020,https://www.goodreads.com/book/show/46000520-the-thursday-murder-club
mystery,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.91,2017,https://www.goodreads.com/book/show/58679358-one-of-us-is-lying
mystery,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,3.78,2018,https://www.goodreads.com/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
mystery,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.26,1926,https://www.goodreads.com/book/show/16328.The_Murder_of_Roger_Ackroyd
mystery,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.89,2013,https://www.goodreads.com/book/show/16160797-the-cuckoo-s-calling
mystery,The Guest List,Lucy Foley,3.8,2020,https://www.goodreads.com/book/show/52656911-the-guest-list
mystery,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,1937,https://www.goodreads.com/book/show/131359.Death_on_the_Nile
mystery,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.13,1887,https://www.goodreads.com/book/show/102868.A_Study_in_Scarlet
mystery,In the Woods (Dublin Murder Squad #1),Tana French,3.78,2007,https://www.goodreads.com/book/show/2459785.In_the_Woods
mystery,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.14,1902,https://www.goodreads.com/book/show/8921.The_Hound_of_the_Baskervilles
mystery,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.9,2005,https://www.goodreads.com/book/show/338691.Still_Life
mystery,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,4.26,2006,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire
mystery,"The Maid (Molly the Maid, #1)",Nita Prose,3.75,2022,https://www.goodreads.com/book/show/55196813-the-maid
mystery,Sharp Objects,Gillian Flynn,4.01,2006,https://www.goodreads.com/book/show/18045891-sharp-objects
mystery,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,3.82,2009,https://www.goodreads.com/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
mystery,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.26,2020,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood
mystery,"Truly, Devious (Truly Devious, #1)",Maureen Johnson,3.89,2018,https://www.goodreads.com/book/show/29589074-truly-devious
mystery,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,1936,https://www.goodreads.com/book/show/16322.The_A_B_C_Murders
mystery,We Were Liars,E. Lockhart,3.65,2014,https://www.goodreads.com/book/show/16143347-we-were-liars
mystery,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,1892,https://www.goodreads.com/book/show/3590.The_Adventures_of_Sherlock_Holmes
mystery,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,4.04,1930,https://www.goodreads.com/book/show/16331.Murder_at_the_Vicarage
mystery,Dark Places,Gillian Flynn,3.94,2009,https://www.goodreads.com/book/show/5886881-dark-places
mystery,The Woman in Cabin 10 (Lo Blacklock #1),Ruth Ware,3.72,2016,https://www.goodreads.com/book/show/233770059-the-woman-in-cabin-10
mystery,The Secret History,Donna Tartt,4.16,1992,https://www.goodreads.com/book/show/29044.The_Secret_History
mystery,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,2007,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
mystery,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.18,2021,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy
mystery,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,1994,https://www.goodreads.com/book/show/6853.One_for_the_Money
mystery,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.05,2014,https://www.goodreads.com/book/show/18214414-the-silkworm
mystery,Verity,Colleen Hoover,4.3,2018,https://www.goodreads.com/book/show/59344312-verity
mystery,If We Were Villains,M.L. Rio,4.1,2017,https://www.goodreads.com/book/show/30319086-if-we-were-villains
mystery,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,3.95,2016,https://www.goodreads.com/book/show/32075854-magpie-murders
mystery,The God of the Woods,Liz    Moore,4.11,2024,https://www.goodreads.com/book/show/199698485-the-god-of-the-woods
mystery,The Westing Game,Ellen Raskin,3.99,1978,https://www.goodreads.com/book/show/902.The_Westing_Game
mystery,"The Housemaid (The Housemaid, #1)",Freida McFadden,4.28,2022,https://www.goodreads.com/book/show/60556912-the-housemaid
mystery,"The Last Thing He Told Me (Hannah Hall, #1)",Laura Dave,3.82,2021,https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me
mystery,The Woman in the Window,A.J. Finn,3.94,2018,https://www.goodreads.com/book/show/40389527-the-woman-in-the-window
mystery,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.31,2001,https://www.goodreads.com/book/show/1232.The_Shadow_of_the_Wind
thriller,None of This Is True,Lisa Jewell,4.08,2023,https://www.goodreads.com/book/show/62334530-none-of-this-is-true
thriller,Never Lie,Freida McFadden,4.08,2022,https://www.goodreads.com/book/show/62080187-never-lie
thriller,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,4.18,2023,https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret
thriller,Pretty Girls,Karin Slaughter,4.01,2015,https://www.goodreads.com/book/show/25574782-pretty-girls
thriller,Rock Paper Scissors,Alice Feeney,3.88,2021,https://www.goodreads.com/book/show/56269064-rock-paper-scissors
thriller,Dark Matter,Blake Crouch,4.13,2016,https://www.goodreads.com/book/show/27833670-dark-matter
thriller,Then She Was Gone,Lisa Jewell,4.04,2017,https://www.goodreads.com/book/show/35297426-then-she-was-gone
thriller,Behind Closed Doors,B.A. Paris,3.97,2016,https://www.goodreads.com/book/show/29437949-behind-closed-doors
thriller,The Only One Left,Riley Sager,4.13,2023,https://www.goodreads.com/book/show/62703226-the-only-one-left
thriller,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.76,2009,https://www.goodreads.com/book/show/6411961-the-lost-symbol
thriller,Lock Every Door,Riley Sager,3.89,2019,https://www.goodreads.com/book/show/41837243-lock-every-door
thriller,A Flicker in the Dark,Stacy Willingham,3.97,2022,https://www.goodreads.com/book/show/57693172-a-flicker-in-the-dark
thriller,"Inferno (Robert Langdon, #4)",Dan    Brown,3.9,2013,https://www.goodreads.com/book/show/17212231-inferno
thriller,The Paris Apartment,Lucy Foley,3.65,2022,https://www.goodreads.com/book/show/58468990-the-paris-apartment
thriller,Final Girls,Riley Sager,3.82,2017,https://www.goodreads.com/book/show/32796253-final-girls
thriller,First Lie Wins,Ashley Elston,4.0,2024,https://www.goodreads.com/book/show/164444179-first-lie-wins
thriller,Local Woman Missing,Mary Kubica,4.12,2021,https://www.goodreads.com/book/show/57361474-local-woman-missing
thriller,Home Before Dark,Riley Sager,4.05,2020,https://www.goodreads.com/book/show/50833559-home-before-dark
thriller,The Couple Next Door,Shari Lapena,3.8,2016,https://www.goodreads.com/book/show/28815474-the-couple-next-door
thriller,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,3.96,2019,https://www.goodreads.com/book/show/43822820-the-family-upstairs
thriller,Deception Point,Dan    Brown,3.76,2001,https://www.goodreads.com/book/show/976.Deception_Point
thriller,"You (You, #1)",Caroline Kepnes,3.96,2014,https://www.goodreads.com/book/show/36430011-you
thriller,Digital Fortress,Dan    Brown,3.7,1998,https://www.goodreads.com/book/show/11125.Digital_Fortress
thriller,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.26,1988,https://www.goodreads.com/book/show/23807.The_Silence_of_the_Lambs
thriller,Hidden Pictures,Jason Rekulak,4.15,2022,https://www.goodreads.com/book/show/58724923-hidden-pictures
thriller,The Inmate,Freida McFadden,4.01,2022,https://www.goodreads.com/book/show/61149872-the-inmate
thriller,The Maidens,Alex Michaelides,3.62,2021,https://www.goodreads.com/book/show/45300567-the-maidens
thriller,"The Shining (The Shining, #1)",Stephen        King,4.28,1977,https://www.goodreads.com/book/show/11588.The_Shining
thriller,The Turn of the Key,Ruth Ware,3.91,2019,https://www.goodreads.com/book/show/42080142-the-turn-of-the-key
thriller,The House Across the Lake,Riley Sager,3.58,2022,https://www.goodreads.com/book/show/58909880-the-house-across-the-lake
thriller,Misery,Stephen        King,4.23,1987,https://www.goodreads.com/book/show/10614.Misery
young-adult,"Divergent (Divergent, #1)",Veronica Roth,4.13,2011,https://www.goodreads.com/book/show/13335037-divergent
young-adult,"Insurgent (Divergent, #2)",Veronica Roth,3.96,2012,https://www.goodreads.com/book/show/11735983-insurgent
young-adult,The Perks of Being a Wallflower,Stephen Chbosky,4.24,1999,https://www.goodreads.com/book/show/22628.The_Perks_of_Being_a_Wallflower
young-adult,Looking for Alaska,John Green,3.96,2005,https://www.goodreads.com/book/show/99561.Looking_for_Alaska
young-adult,"The Giver (The Giver, #1)",Lois Lowry,4.12,1993,https://www.goodreads.com/book/show/3636.The_Giver
young-adult,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,4.12,2012,https://www.goodreads.com/book/show/36381037-cinder
young-adult,"Allegiant (Divergent, #3)",Veronica Roth,3.6,2013,https://www.goodreads.com/book/show/18710190-allegiant
young-adult,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.05,2009,https://www.goodreads.com/book/show/6186357-the-maze-runner
young-adult,Paper Towns,John Green,3.7,2008,https://www.goodreads.com/book/show/6442769-paper-towns
young-adult,The Hate U Give,Angie Thomas,4.45,2017,https://www.goodreads.com/book/show/58651625-the-hate-u-give
young-adult,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.1,2008,https://www.goodreads.com/book/show/1582996.City_of_Ashes
young-adult,Thirteen Reasons Why,Jay Asher,3.84,2007,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why
young-adult,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,2011,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children
young-adult,Fangirl,Rainbow Rowell,3.94,2013,https://www.goodreads.com/book/show/16068905-fangirl
young-adult,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,2009,https://www.goodreads.com/book/show/3777732-city-of-glass
young-adult,"Red Queen (Red Queen, #1)",Victoria Aveyard,3.98,2015,https://www.goodreads.com/book/show/22328546-red-queen
young-adult,Speak,Laurie Halse Anderson,4.05,1999,https://www.goodreads.com/book/show/39280444-speak
young-adult,"If I Stay (If I Stay, #1)",Gayle Forman,3.91,2009,https://www.goodreads.com/book/show/4374400-if-i-stay
young-adult,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.31,2010,https://www.goodreads.com/book/show/7171637-clockwork-angel
young-adult,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,2012,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe
young-adult,The Outsiders,S.E. Hinton,4.14,1967,https://www.goodreads.com/book/show/192566704-the-outsiders
young-adult,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,2012,https://www.goodreads.com/book/show/17675462-the-raven-boys
young-adult,"Uglies (Uglies, #1)",Scott Westerfeld,3.84,2005,https://www.goodreads.com/book/show/24770.Uglies
young-adult,"Matched (Matched, #1)",Ally Condie,3.62,2010,https://www.goodreads.com/book/show/7735333-matched
contemporary,Normal People,Sally Rooney,3.81,2018,https://www.goodreads.com/book/show/41057294-normal-people
contemporary,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.13,2015,https://www.goodreads.com/book/show/19547856-simon-vs-the-homo-sapiens-agenda
contemporary,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.23,2017,https://www.goodreads.com/book/show/35900387-eleanor-oliphant-is-completely-fine
contemporary,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.96,2010,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss
contemporary,Little Fires Everywhere,Celeste Ng,4.07,2017,https://www.goodreads.com/book/show/34273236-little-fires-everywhere
contemporary,Yellowface,R.F. Kuang,3.73,2023,https://www.goodreads.com/book/show/62047984-yellowface
contemporary,"Everything, Everything",Nicola Yoon,3.96,2015,https://www.goodreads.com/book/show/18692431-everything-everything
contemporary,A Little Life,Hanya Yanagihara,4.28,2015,https://www.goodreads.com/book/show/22822858-a-little-life
contemporary,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,4.12,2022,https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow
contemporary,All the Bright Places,Jennifer Niven,4.11,2015,https://www.goodreads.com/book/show/18460392-all-the-bright-places
contemporary,Turtles All the Way Down,John Green,3.87,2017,https://www.goodreads.com/book/show/35504431-turtles-all-the-way-down
contemporary,Anxious People,Fredrik Backman,4.17,2019,https://www.goodreads.com/book/show/49127718-anxious-people
contemporary,I'll Give You the Sun,Jandy Nelson,4.15,2014,https://www.goodreads.com/book/show/20820994-i-ll-give-you-the-sun
contemporary,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.01,2015,https://www.goodreads.com/book/show/20698530-p-s-i-still-love-you
contemporary,"They Both Die at the End (They Both Die at the End, #1)",Adam Silvera,3.75,2017,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end
contemporary,The Sun Is Also a Star,Nicola Yoon,3.95,2016,https://www.goodreads.com/book/show/28763485-the-sun-is-also-a-star
contemporary,Convenience Store Woman,Sayaka Murata,3.67,2016,https://www.goodreads.com/book/show/36739755-convenience-store-woman
contemporary,Daisy Jones & The Six,Taylor Jenkins Reid,4.2,2019,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six
contemporary,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,3.91,2013,https://www.goodreads.com/book/show/16085481-crazy-rich-asians
contemporary,Radio Silence,Alice Oseman,4.17,2016,https://www.goodreads.com/book/show/25322449-radio-silence
contemporary,The Goldfinch,Donna Tartt,3.96,2013,https://www.goodreads.com/book/show/17333223-the-goldfinch
self-help,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.16,1989,https://www.goodreads.com/book/show/36072.The_7_Habits_of_Highly_Effective_People
self-help,The Four Agreements: A Practical Guide to Personal Freedom,Miguel Ruiz,4.19,1997,https://www.goodreads.com/book/show/6596.The_Four_Agreements
self-help,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.15,1997,https://www.goodreads.com/book/show/6708.The_Power_of_Now
self-help,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,3.95,2013,https://www.goodreads.com/book/show/15843166-you-are-a-badass
self-help,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,4.16,2016,https://www.goodreads.com/book/show/25744928-deep-work
self-help,The Gifts of Imperfection,Brené Brown,4.25,2010,https://www.goodreads.com/book/show/7015403-the-gifts-of-imperfection
self-help,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.29,2012,https://www.goodreads.com/book/show/13588356-daring-greatly
self-help,The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest,4.05,2020,https://www.goodreads.com/book/show/53642699-the-mountain-is-you
self-help,Think and Grow Rich,Napoleon Hill,4.17,,https://www.goodreads.com/book/show/30186948-think-and-grow-rich
self-help,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,3.91,2018,https://www.goodreads.com/book/show/30257963-12-rules-for-life
self-help,The Courage to Be Disliked: A single book can change your life,Ichiro Kishimi,3.93,2013,https://www.goodreads.com/book/show/43306206-the-courage-to-be-disliked
self-help,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.1,1997,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad
self-help,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.27,1990,https://www.goodreads.com/book/show/23878688-the-5-love-languages
self-help,Who Moved My Cheese?,Spencer Johnson,3.87,1999,https://www.goodreads.com/book/show/4894.Who_Moved_My_Cheese_
self-help,Mindset: The New Psychology of Success,Carol S. Dweck,4.09,,https://www.goodreads.com/book/show/40745.Mindset
self-help,"The Secret (The Secret, #1)",Rhonda Byrne,3.74,2006,https://www.goodreads.com/book/show/52529.The_Secret
self-help,The 48 Laws of Power,Robert Greene,4.09,1999,https://www.goodreads.com/book/show/1303.The_48_Laws_of_Power
self-help,The 4-Hour Workweek,Timothy Ferriss,3.91,,https://www.goodreads.com/book/show/368593.The_4_Hour_Workweek
self-help,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,4.06,2011,https://www.goodreads.com/book/show/19776547-essentialism
self-help,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.96,2015,https://www.goodreads.com/book/show/24453082-big-magic
self-help,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.3,2018,https://www.goodreads.com/book/show/41721428-can-t-hurt-me
self-help,The Happiness Project,Gretchen Rubin,3.65,2009,https://www.goodreads.com/book/show/6398634-the-happiness-project
self-help,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,4.0,2001,https://www.goodreads.com/book/show/1633.Getting_Things_Done
self-help,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,4.18,2021,https://www.goodreads.com/book/show/54785515-four-thousand-weeks
self-help,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,4.16,1944,https://www.goodreads.com/book/show/4866.How_to_Stop_Worrying_and_Start_Living
self-help,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,4.21,2007,https://www.goodreads.com/book/show/1963638.The_Untethered_Soul
self-help,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",Lindsay C. Gibson,4.36,2015,https://www.goodreads.com/book/show/23129659-adult-children-of-emotionally-immature-parents
self-help,The Psychology of Money,Morgan Housel,4.29,2020,https://www.goodreads.com/book/show/41881472-the-psychology-of-money
self-help,101 Essays That Will Change The Way You Think,Brianna Wiest,3.73,2016,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think
self-help,Attached: The New Science of Adult Attachment and How It Can Help You Find—and Keep—Love,Amir Levine,4.13,2010,https://www.goodreads.com/book/show/9547888-attached
self-help,Grit: The Power of Passion and Perseverance,Angela Duckworth,4.08,2016,https://www.goodreads.com/book/show/27213329-grit
self-help,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,4.05,2019,https://www.goodreads.com/book/show/40672036-digital-minimalism
self-help,Never Split the Difference: Negotiating as if Your Life Depended on It,Chris Voss,4.35,2016,https://www.goodreads.com/book/show/123857637-never-split-the-difference
self-help,Girl Wash your Face,Rachel Hollis,3.57,2018,https://www.goodreads.com/book/show/35542451-girl-wash-your-face
self-help,Make Your Bed: Little Things That Can Change Your Life...and Maybe the World,William H. McRaven,,,https://www.goodreads.com/book/show/31423133-make-your-bed
self-help,10% Happier,Dan   Harris,3.91,2014,https://www.goodreads.com/book/show/18505796-10-happier
self-help,The Let Them Theory,Mel Robbins,4.07,2024,https://www.goodreads.com/book/show/216351768-the-let-them-theory
self-help,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,4.16,,https://www.goodreads.com/book/show/76334.A_New_Earth
graphic-novels,Watchmen,Alan             Moore,4.39,1987,https://www.goodreads.com/book/show/472331.Watchmen
graphic-novels,"Saga, Volume 1",Brian K. Vaughan,,,https://www.goodreads.com/book/show/15704307-saga-volume-1
graphic-novels,Nimona,N.D. Stevenson,4.18,2015,https://www.goodreads.com/book/show/19351043-nimona
graphic-novels,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51,2019,https://www.goodreads.com/book/show/43307358-heartstopper
graphic-novels,"The Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,4.25,1988,https://www.goodreads.com/book/show/23754.The_Sandman_Vol_1
graphic-novels,V for Vendetta,Alan             Moore,4.26,1990,https://www.goodreads.com/book/show/5805.V_for_Vendetta
graphic-novels,The Complete Maus,Art Spiegelman,4.58,1980,https://www.goodreads.com/book/show/15195.The_Complete_Maus
graphic-novels,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.54,2020,https://www.goodreads.com/book/show/43449920-heartstopper
graphic-novels,Blankets,Craig Thompson,4.06,2003,https://www.goodreads.com/book/show/25179.Blankets
graphic-novels,"Saga, Volume 2",Brian K. Vaughan,,,https://www.goodreads.com/book/show/17131869-saga-volume-2
graphic-novels,The Complete Persepolis,Marjane Satrapi,4.4,2007,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis
graphic-novels,The Prince and the Dressmaker,Jen Wang,4.33,2018,https://www.goodreads.com/book/show/34506912-the-prince-and-the-dressmaker
graphic-novels,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,4.58,2021,https://www.goodreads.com/book/show/56060300-heartstopper
graphic-novels,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.39,1986,https://www.goodreads.com/book/show/15196.Maus_I
graphic-novels,"Saga, Volume 3",Brian K. Vaughan,,,https://www.goodreads.com/book/show/19358975-saga-volume-3
graphic-novels,"Paper Girls, Volume 1",Brian K. Vaughan,,,https://www.goodreads.com/book/show/28204534-paper-girls-volume-1
graphic-novels,Through the Woods,E.M. Carroll,3.94,2014,https://www.goodreads.com/book/show/18659623-through-the-woods
graphic-novels,This One Summer,Mariko Tamaki,3.69,2014,https://www.goodreads.com/book/show/18465566-this-one-summer
graphic-novels,"Saga, Volume 4",Brian K. Vaughan,,,https://www.goodreads.com/book/show/23093367-saga-volume-4
graphic-novels,Anya's Ghost,Vera Brosgol,3.9,2011,https://www.goodreads.com/book/show/9615347-anya-s-ghost
graphic-novels,Batman: The Killing Joke,Alan             Moore,4.36,1988,https://www.goodreads.com/book/show/96358.Batman
graphic-novels,Pumpkinheads,Rainbow Rowell,4.01,2019,https://www.goodreads.com/book/show/40864790-pumpkinheads
graphic-novels,"The Sandman, Vol. 2: The Doll's House",Neil Gaiman,4.43,1990,https://www.goodreads.com/book/show/25099.The_Sandman_Vol_2
graphic-novels,American Born Chinese,Gene Luen Yang,3.88,2006,https://www.goodreads.com/book/show/118944.American_Born_Chinese
graphic-novels,"Fables, Vol. 1: Legends in Exile",Bill Willingham,,,https://www.goodreads.com/book/show/21326.Fables_Vol_1
graphic-novels,"Saga, Volume 5",Brian K. Vaughan,,,https://www.goodreads.com/book/show/25451555-saga-volume-5
graphic-novels,"The Tea Dragon Society (Tea Dragon, #1)",Kay O'Neill,4.34,2017,https://www.goodreads.com/book/show/34895950-the-tea-dragon-society
graphic-novels,"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Bryan Lee O'Malley,,,https://www.goodreads.com/book/show/29800.Scott_Pilgrim_s_Precious_Little_Life
graphic-novels,"Lumberjanes, Vol. 1: Beware the Kitten Holy",N.D. Stevenson,,,https://www.goodreads.com/book/show/22554204-lumberjanes-vol-1
graphic-novels,"The Sandman, Vol. 3: Dream Country",Neil Gaiman,4.24,1990,https://www.goodreads.com/book/show/25100.The_Sandman_Vol_3
graphic-novels,Batman: The Dark Knight Returns,Frank Miller,4.26,1986,https://www.goodreads.com/book/show/59960.Batman
graphic-novels,"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan,4.08,2003,https://www.goodreads.com/book/show/156534.Y
graphic-novels,Welcome to Lovecraft (Locke & Key #1),Joe Hill,4.15,2008,https://www.goodreads.com/book/show/3217221-welcome-to-lovecraft
graphic-novels,"Lore Olympus: Volume One (Lore Olympus, #1)",Rachel  Smythe,4.21,2021,https://www.goodreads.com/book/show/57282218-lore-olympus
graphic-novels,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,3.84,2019,https://www.goodreads.com/book/show/40864841-laura-dean-keeps-breaking-up-with-me
graphic-novels,Mooncakes,Suzanne  Walker,3.81,2019,https://www.goodreads.com/book/show/44774415-mooncakes
graphic-novels,"Smile (Smile, #1)",Raina Telgemeier,4.23,2009,https://www.goodreads.com/book/show/6393631-smile
graphic-novels,"Saga, Volume 6",Brian K. Vaughan,,,https://www.goodreads.com/book/show/28862528-saga-volume-6
graphic-novels,Batman: Year One,Frank Miller,,,https://www.goodreads.com/book/show/59980.Batman
graphic-novels,"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.1,2014,https://www.goodreads.com/book/show/20898019-ms-marvel-vol-1
graphic-novels,"The Sandman, Vol. 4: Season of Mists",Neil Gaiman,4.53,1991,https://www.goodreads.com/book/show/25101.The_Sandman_Vol_4
graphic-novels,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,4.43,1991,https://www.goodreads.com/book/show/15197.Maus_II
graphic-novels,Bloom,Kevin Panetta,3.9,2019,https://www.goodreads.com/book/show/39073387-bloom
